District,Year,soil_moisture,clay_0-30cm_mean_(%),sand_0-30cm_mean_(%),silt_0-30cm_mean_(%),soc_0-30cm_mean_(g/kg),bdod_0-30cm_mean_(g/cm³),cec_0-30cm_mean_(meq/100g),phh2o_0-30cm_mean_(pH),nitrogen_0-30cm_mean_(mg/kg),All Sky Longwave Down (W/m²),Cloud Coverage (%),Surface Pressure (kPa),Relative Humidity (%),Average Temperature (°C),Max Temperature (°C),Min Temperature (°C),Monthly Rainfall (mm),Area('000 acres),Yield(tonnes_per_acre),UREA,NP,MAP,SSP,SOP,MOP,AS,NPKs,25th_Percentile-(May),75th_Percentile-(May),IQR-(May),Kurtosis-(May),Max_NDVI-(May),Mean_NDVI-(May),Median_NDVI-(May),Skewness-(May),Std_NDVI-(May),Variance-(May)
rajanpur,2005,0.098023726,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.11714286,32.63285714,100.1414286,30.91714286,22.56857143,35.53428571,10.95,6.572857143,356.0,1.064606742,585.7999999999997,371.57777777777767,352.5521113649606,347.0245048740942,146.08257719142728,97.30569458400926,151.17196729560095,364.28969856412056,0.1403,0.2036,0.0633,2.3668,0.6294,0.1724,0.1699,0.1792,0.0594,0.0035
rawalpindi,2005,0.308704711,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,28.09285714,48.42428571,96.93410713375,50.93285714,21.298684127100003,34.432661904944446,7.38,22.24705714280333,290.0,0.775862069,585.8,371.57777777777767,315.54037267080736,446.7664055938294,243.89664063131065,169.77743735736613,6.286599566503213,60.591506269107725,0.245,0.3282,0.0832,1.8878,0.7114,0.293,0.2811,1.1014,0.0665,0.0044
sahiwal,2005,0.158454163,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.31714286,37.61142857,99.38857143,37.45,21.28571429,33.63571429,9.795714286,18.86,386.0,1.183937824,585.8000000000002,371.5777777777778,572.7814798166653,123.83707365509687,100.98533990746584,274.4487806186136,206.20710327117203,345.0630175587804,0.2458,0.365,0.1192,0.9853,0.7336,0.3173,0.2954,1.0677,0.1005,0.0101
sargodha,2005,0.184849737,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.13428571,43.28428571,99.18571429,40.53142857,20.39,32.75428571,8.835714286,24.35,515.0,1.104854369,585.8,371.5777777777777,455.9135010220074,325.73087405414736,302.02685901043657,413.407598636103,43.84527552547456,429.138254843522,0.2228,0.3002,0.0774,3.4825,0.697,0.2671,0.2594,1.1281,0.0676,0.0046
sheikhupura,2005,0.186461604,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.23142857,42.60714286,98.95714286,41.32,20.46142857,32.48,9.157142857,27.0,760.0,1.175,585.8000000000002,371.5777777777778,292.24397442510883,149.0,170.4956258313955,331.82716794436,162.23493288752132,314.284124811555,0.2005,0.2716,0.0712,3.3051,0.6877,0.2431,0.23,1.3898,0.0627,0.0039
sialkot,2005,0.229681085,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,28.96285714,46.63,98.26285714,43.66571429,20.17,31.81714286,9.887142857,36.48,483.0,1.045548654,585.8000000000002,371.5777777777778,145.1925185207843,176.06159032542627,104.8594351868214,191.07741851585584,383.7362353657821,60.591506269107725,0.216,0.2618,0.0458,5.758,0.6489,0.244,0.2352,1.7377,0.0432,0.0019
toba tek singh,2005,0.167095195,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.09428571,40.14,99.40857143,38.16857143,20.86428571,33.07714286,8.947142857,20.86428571,382.0,1.214659686,585.8,371.5777777777777,357.8901874906573,212.5043209416728,133.0925501250551,37.17605348489451,138.4347816729515,330.4851646873157,0.2102,0.2794,0.0692,2.613,0.6661,0.249,0.2425,1.0084,0.0566,0.0032
vehari,2005,0.127856719,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.26714286,37.59428571,99.6,36.33285714,21.56,34.16142857,9.465714286,16.22571429,620.0,1.141935484,585.8000000000002,371.5777777777778,443.1342563798992,248.48128342245988,0.0,0.0,307.3880265642214,115.23513959588632,0.1655,0.2221,0.0566,6.6465,0.6865,0.1985,0.191,1.6,0.0539,0.0029
attock,2006,0.296655568,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,27.89,44.32,96.93410713375,39.12571429,19.55714286,31.09285714,9.551428571,17.29432342088747,370.0,0.675675676,585.8,371.57777777777767,411.6694989292519,263.2530268944297,130.34091748892462,239.93351387983788,211.61508148283696,578.0740009205997,0.1558,0.2371,0.0814,1.9897,0.5952,0.2026,0.1898,1.0791,0.0633,0.004
bahawalnagar,2006,0.174167541,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,29.20285714,35.48857143,99.47571429,25.57857143,23.11714286,36.22142857,10.47,6.021428571,758.0,1.002638522,585.8,371.5777777777778,566.654094621011,214.47234152409104,803.1414002168517,392.84067406044574,368.91332980510725,534.7582082763132,0.1558,0.2225,0.0667,1.8182,0.5647,0.194,0.184,1.1025,0.053,0.0028
bahawalpur,2006,0.09983363,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,29.34428571,31.69142857,99.71714286,25.12285714,23.33285714,36.25714286,10.52,5.675714286,716.0,1.046089385,585.8000000000002,371.5777777777778,276.63348222947724,336.53194513744137,345.39839674805484,288.8484496636838,262.56433935893085,433.9982108056475,0.1107,0.1629,0.0522,1.4428,0.4544,0.1391,0.1367,0.7294,0.0394,0.0016
bhakkar,2006,0.10713294,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.23857143,38.72,99.23571429,29.49428571,21.72,33.98428571,9.748571429,10.37285714,386.0,0.981865285,585.8,371.5777777777777,104.89031138557226,240.6924287064886,0.0,120.54110455397546,224.7717349661557,422.97192421561687,0.0649,0.1697,0.1047,0.1524,0.4576,0.1256,0.1198,0.6738,0.0631,0.004
chakwal,2006,0.259003487,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.04,41.62571429,96.93410713375,36.64285714,19.46,32.52714286,8.115714286,23.03714286,318.0,0.421383648,585.8,371.57777777777767,315.5403726708074,324.66206129315583,0.0,244.9533333333333,88.5548844943901,271.80774950547374,0.1568,0.2199,0.0631,4.065,0.6316,0.1987,0.1734,1.7685,0.0657,0.0043
chiniot,2006,0.207500565,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,29.02571429,38.34,99.05,28.98142857,21.97857143,35.07428571,9.521428571,10.60285714,454.0,1.112055202,585.8000000000001,371.57777777777767,174.8332504162937,18.12422751919408,376.59670070375296,414.75171607280765,266.61742778774703,302.4247102855867,0.2209,0.3103,0.0894,0.9208,0.6169,0.2698,0.2628,0.6397,0.07,0.0049
dera ghazi khan,2006,0.143260981,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,27.83428571,35.02857143,98.31285714,23.12,23.09142857,35.76142857,11.93142857,4.12,397.0,1.057934509,585.8,371.5777777777777,269.2066166831364,125.02413389603242,187.0951556444812,122.47666666666665,202.6800329195201,273.6566171450225,0.135,0.1992,0.0642,2.9683,0.5162,0.1727,0.1629,0.913,0.062,0.0038
faisalabad,2006,0.202687798,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.03857143,40.00571429,99.05,28.98142857,21.97857143,35.07428571,9.521428571,10.60285714,676.0,1.174556213,585.8000000000002,371.5777777777777,371.4988048718444,446.7664055938294,167.6709516378824,174.25077404642872,306.2410371857912,368.1013292854406,0.213,0.2851,0.0721,0.3015,0.498,0.2519,0.245,0.612,0.0538,0.0029
gujranwala,2006,0.225594717,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,28.71857143,43.73428571,98.75857143,30.85571429,21.77285714,34.85,9.341428571,12.60571429,562.0,1.206405694,585.8000000000001,371.5777777777777,572.7814798166653,248.48128342245988,596.3212968470064,425.9919722627113,272.96987054387006,557.3159405593308,0.1732,0.247,0.0738,2.6701,0.6374,0.2148,0.2064,0.9619,0.0595,0.0035
gujrat,2006,0.241929014,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,28.71857143,43.73428571,98.14428571,30.37285714,22.02428571,34.30571429,11.24857143,17.49571429,350.0,0.774285714,585.8000000000001,371.5777777777779,160.46964050411083,62.999977553085984,57.52938752704384,0.0,46.89398137488044,149.77188950217646,0.1829,0.2383,0.0554,4.3781,0.5567,0.2163,0.2064,1.4204,0.0497,0.0025
hafizabad,2006,0.224680621,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,28.64714286,42.16,98.75857143,30.85571429,21.77285714,34.85,9.341428571,12.60571429,344.0,1.125,585.8000000000002,371.5777777777779,314.3563758997403,248.48128342245988,153.15823875835258,288.0027819894763,418.56498575681815,723.7863634887032,0.1706,0.2438,0.0732,2.6619,0.6374,0.2115,0.2036,0.8963,0.0581,0.0034
jhang,2006,0.189045229,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,29.02571429,38.34,99.19285714,29.16285714,21.94285714,35.07571429,9.561428571,10.98285714,850.125,1.161594963,585.8000000000001,371.5777777777777,301.8772491544535,235.1930326732858,532.0780218074577,340.02776900849966,217.1694371602513,352.13436553383417,0.1961,0.2764,0.0803,1.8238,0.6127,0.2415,0.2308,1.0165,0.0651,0.0042
jhelum,2006,0.271183579,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,28.64714286,42.16,96.93410713375,36.64285714,19.46,32.52714286,8.115714286,23.03714286,132.0,0.674242424,585.8000000000002,371.57777777777767,153.56079665331274,248.48128342245988,62.725254740422784,212.58389305345025,211.38257279919927,323.16321056523384,0.1586,0.184,0.0254,8.0278,0.5017,0.174,0.1702,1.8796,0.0256,0.0007
kasur,2006,0.209374412,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.01714286,40.46857143,98.84428571,28.50571429,22.40285714,35.28714286,10.09857143,9.978571429,443.0,1.139954853,585.8000000000001,371.5777777777778,139.72961770714963,372.4900141037525,356.1008406955493,307.5851086014204,181.1977876278098,483.5795303787772,0.1666,0.2562,0.0896,1.661,0.6974,0.217,0.2008,1.1147,0.0696,0.0048
khanewal,2006,0.17252614,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,29.20285714,35.48857143,99.38142857,26.48714286,22.76428571,35.94285714,10.30571429,6.941428571,539.0,1.146567718,585.8000000000001,371.57777777777767,485.557897787121,240.46272958785084,578.5497737102736,547.1232077679117,94.26840511878716,457.55792244551225,0.1484,0.2015,0.0531,2.0567,0.5034,0.1795,0.1714,1.1207,0.0442,0.002
khushab,2006,0.199329291,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,29.02571429,38.34,99.06428571,29.63428571,21.96285714,34.99571429,10.11285714,13.16571429,211.0,0.853080569,585.8000000000001,371.5777777777779,72.15571783454787,21.479191542725005,86.40320209597235,0.0,222.7748539513306,60.591506269107725,0.1794,0.2525,0.0731,1.2861,0.5488,0.2163,0.211,0.1782,0.0676,0.0046
lahore,2006,0.205067946,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.01714286,40.46857143,98.71428571,29.72,22.09714286,35.04428571,9.828571429,11.05714286,138.0,1.101449275,585.8000000000001,371.57777777777767,321.76346831014786,338.18302206347386,283.033986560678,493.269102303957,265.31711891650787,395.77004212361896,0.1608,0.2674,0.1066,0.5294,0.5848,0.2208,0.2083,0.8452,0.0722,0.0052
layyah,2006,0.11137894,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.23857143,38.72,99.41857143,27.84857143,22.16714286,34.57714286,10.21428571,8.034285714,448.0,1.073660714,585.8000000000001,371.57777777777767,362.997567662396,438.1965210303068,0.0,119.040508632562,183.1064369606418,672.7548043245712,0.0975,0.1919,0.0944,0.5195,0.4978,0.1504,0.1579,0.205,0.0687,0.0047
lodhran,2006,0.171096878,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,29.34428571,31.69142857,99.65857143,26.10285714,23.02285714,36.13285714,10.34,6.05,441.0,1.015873016,585.8000000000001,371.57777777777767,476.1923021254055,429.840681686993,519.0225172613436,485.0919837498957,251.69381438026977,182.88693731187567,0.1409,0.1911,0.0502,3.067,0.5034,0.1713,0.1618,1.4208,0.0443,0.002
mandi bahauddin,2006,0.224943959,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,28.64714286,42.16,98.44142857,32.21571429,21.63,34.47571429,9.984285714,16.53428571,305.0,1.127868852,585.8000000000001,371.5777777777778,240.9205205384108,248.48128342245988,195.21717158887893,269.9264374675272,324.8808325458396,417.9881155095636,0.2193,0.307,0.0877,1.3327,0.6374,0.2643,0.2644,0.1814,0.0676,0.0046
mianwali,2006,0.207551317,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.41285714,38.13714286,96.93410713375,34.40857143,19.86285714,32.92285714,7.942857143,17.32714286,408.0,0.830882353,585.8000000000001,371.5777777777779,406.2523133803416,195.9760156066842,157.62831355460182,184.24163395536792,61.85797959409437,87.38092676853182,0.1214,0.1998,0.0784,3.8386,0.5962,0.1689,0.159,1.1678,0.0769,0.0059
multan,2006,0.148925705,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,29.25714286,34.41857143,99.75428571,25.89,23.02,35.77428571,10.78142857,5.431428571,501.0,1.031936128,585.8000000000002,371.5777777777778,324.5897411237034,246.73818451953804,503.809736814437,99.36110690913488,341.3947743441925,411.93000000000006,0.1442,0.2085,0.0643,1.3915,0.5162,0.1802,0.1728,0.8554,0.0533,0.0028
muzaffargarh,2006,0.120166914,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,29.25714286,34.41857143,99.75428571,25.89,23.02,35.77428571,10.78142857,5.431428571,754.0,1.021220159,585.8,371.57777777777767,211.87914576655663,232.00638904072144,851.6440627935926,282.7503367809902,346.4027026840604,486.4565992844553,0.1311,0.2035,0.0724,1.9122,0.5162,0.1713,0.1652,0.6031,0.0671,0.0045
nankana sahib,2006,0.204185889,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.03857143,40.00571429,98.83857143,29.15285714,22.05142857,35.07571429,9.461428571,10.35,351.0,1.179487179,585.7999999999998,371.5777777777777,365.3226891123792,18.12422751919408,24.77603226294307,281.2127398608362,76.27858495887776,143.5261222053639,0.186,0.2779,0.0919,0.1315,0.5846,0.2358,0.2305,0.5161,0.063,0.004
narowal,2006,0.245655216,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,28.71857143,43.73428571,98.27571429,29.91428571,22.1,34.52857143,10.93285714,14.27285714,341.0,0.903225806,585.8,371.5777777777778,355.13467382083206,248.48128342245988,259.4156177806407,328.5014459811288,199.90493813978435,210.29976136315523,0.1798,0.2234,0.0435,2.5585,0.5338,0.2048,0.1982,1.0645,0.0368,0.0014
okara,2006,0.191550499,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,29.21714286,34.9,99.14714286,27.40571429,22.45571429,35.60428571,9.962857143,9.078571429,540.0,1.298148148,585.8000000000001,371.57777777777767,314.03074269192825,248.48128342245988,123.37398787249651,232.42352069679947,0.0,723.7863634887032,0.2182,0.3104,0.0923,0.751,0.6074,0.2693,0.2594,0.7845,0.0699,0.0049
pakpattan,2006,0.179304471,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,29.21714286,34.9,99.25857143,26.19,22.87571429,36.09428571,10.42428571,7.454285714,373.0,1.297587131,585.8,371.5777777777777,572.7814798166653,446.7664055938294,517.890020190796,306.5328345282261,0.0,402.4204056189988,0.19,0.2921,0.1021,0.8965,0.6386,0.2485,0.2366,0.894,0.0784,0.0061
rahim yar khan,2006,0.098129163,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,29.54428571,25.47571429,100.05,22.61857143,24.36142857,36.90285714,12.36285714,1.308571429,797.0,1.031367629,585.8,371.5777777777778,285.1299209770227,333.05342929364485,675.5736409607982,297.2644658631733,192.5906551705183,411.93000000000006,0.1558,0.2225,0.0667,1.8182,0.5647,0.194,0.184,1.1025,0.053,0.0028
rajanpur,2006,0.124449535,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.24428571,31.08857143,100.02,23.58571429,23.78571429,36.67857143,11.61142857,2.487142857,331.0,1.003021148,585.8000000000001,371.57777777777767,240.9944351824697,256.80731880180406,34.05190117182077,195.46557718620863,0.0,60.591506269107725,0.1157,0.1767,0.061,1.2607,0.4483,0.147,0.1452,0.3031,0.0506,0.0026
rawalpindi,2006,0.1824606910944444,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,27.89,44.32,96.93410713375,37.13,19.02857143,31.87714286,8.497142857,28.99714286,278.0,0.701438849,585.8000000000002,371.5777777777778,315.5403726708074,426.4678209038349,128.09437559134224,27.63123520426249,0.0,601.3525058571138,0.1963,0.255,0.0586,3.1265,0.5836,0.2324,0.2202,1.4959,0.0525,0.0028
sahiwal,2006,0.185714888,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.21714286,34.9,99.25857143,26.19,22.87571429,36.09428571,10.42428571,7.454285714,379.0,1.10817942,585.8,371.57777777777767,491.7211618955439,276.25835383830974,0.0,539.0657085019636,211.25575475476109,695.7367436629353,0.2211,0.3251,0.104,0.457,0.621,0.2797,0.2672,0.7818,0.0791,0.0062
sargodha,2006,0.213308129,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.04,41.62571429,99.06428571,29.63428571,21.96285714,34.99571429,10.11285714,13.16571429,517.0,1.023210832,585.7999999999998,371.5777777777777,358.75195930715023,368.4646883472603,553.7949050194566,635.0244589635071,292.91317884400144,395.61243146477136,0.2051,0.2905,0.0855,1.1444,0.6169,0.2519,0.2449,0.7149,0.0657,0.0043
sheikhupura,2006,0.209082821,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.03857143,40.00571429,98.83857143,29.15285714,22.05142857,35.07571429,9.461428571,10.35,438.0,1.175799087,585.8,371.5777777777778,425.12736565639455,149.0,208.531411004117,189.9873582252077,196.7104125027921,244.35334393674825,0.1609,0.2319,0.0711,2.6079,0.5848,0.2034,0.1875,1.4099,0.0598,0.0036
sialkot,2006,0.243216529,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,28.71857143,43.73428571,98.14428571,30.37285714,22.02428571,34.30571429,11.24857143,17.49571429,478.0,1.108786611,585.8,371.5777777777778,157.8633831906139,231.5282498339933,95.37550984525832,232.27419861443883,224.70108510374016,536.7049103365491,0.1768,0.221,0.0442,6.9757,0.5711,0.2053,0.1947,2.0812,0.045,0.002
toba tek singh,2006,0.197350362,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.02571429,38.34,99.28428571,27.59714286,22.38857143,35.53714286,9.938571429,8.881428571,392.0,1.176020408,585.8,371.5777777777777,273.3227716902906,338.3770240913208,0.0,260.3641574782419,367.27533415369146,459.60625963959,0.1849,0.2519,0.067,1.0945,0.5408,0.2226,0.215,0.8294,0.0538,0.0029
vehari,2006,0.152045965,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.20285714,35.48857143,99.47571429,25.57857143,23.11714286,36.22142857,10.47,6.021428571,624.0,1.080128205,585.8,371.57777777777767,572.7814798166653,248.48128342245988,774.929038574045,635.3321734381334,346.2816776711202,268.7646079343217,0.1451,0.1937,0.0486,2.9744,0.5647,0.1733,0.1668,1.0941,0.0448,0.002
attock,2007,0.28331702,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,28.27714286,41.14857143,96.93410713375,50.01428571,18.60571429,30.75857143,8.957142857,22.24705714280333,391.0,0.820971867,585.8000000000002,371.57777777777767,465.3242508860272,22.552804591162044,135.87003612125798,290.64956301956926,0.0,334.12311654991584,0.197,0.2836,0.0866,0.8623,0.5898,0.2453,0.2368,0.7212,0.0649,0.0042
